track_id,track_name,artist_name,streams,artist_id,duration,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genres
2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,90,0iEtIxbK0KxaSlF7G42ZOp,221520,0.715,0.62,1.0,-6.005,0.0,0.0484,0.417,0.0,0.0822,0.172,97.95,['rap']
5Y35SjAfXjjG0sFQ3KOxmm,Nobody Gets Me,SZA,90,7tYKF4w9nC0nq9CsPZTHyP,180853,0.358,0.284,7.0,-8.285,1.0,0.0285,0.805,0.0,0.183,0.276,99.796,"['pop', 'r&b']"
1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,SZA,90,7tYKF4w9nC0nq9CsPZTHyP,153946,0.644,0.735,8.0,-5.747,1.0,0.0391,0.0521,0.144,0.161,0.418,88.98,"['pop', 'r&b']"
4iZ4pt7kvcaH6Yo8UoZ4s2,Snooze,SZA,89,7tYKF4w9nC0nq9CsPZTHyP,201800,0.559,0.551,5.0,-7.231,1.0,0.132,0.141,0.0,0.11,0.392,143.008,"['pop', 'r&b']"
0uZFcsx96wzbixsULmrg8o,Pasilyo,SunKissed Lola,90,4bLLB1dbsRVUTcMpnDGDO2,270250,0.71,0.61,2.0,-4.674,1.0,0.0351,0.415,2.67e-05,0.181,0.404,120.032,['pinoy indie rock']
3r8RuvgbX9s7ammBn07D3W,Ditto,NewJeans,90,6HvZYsbFfjnjFrWF950C9d,185506,0.814,0.641,6.0,-5.957,0.0,0.111,0.027,0.0,0.0993,0.183,133.854,"['k-pop', 'k-pop girl group']"
65FftemJ1DbbZ45DUfHJXE,OMG,NewJeans,89,6HvZYsbFfjnjFrWF950C9d,212253,0.804,0.771,9.0,-4.067,0.0,0.0433,0.357,3.07e-06,0.108,0.739,126.956,"['k-pop', 'k-pop girl group']"
2vnd3JVvcLs2LxRFwC6mKu,City Girl,Shanti Dope,85,6ogIjp0fsbUxlqy9q2rvrT,188976,0.684,0.471,0.0,-9.995,1.0,0.0401,0.403,2.96e-05,0.113,0.247,127.026,"['opm', 'pinoy hip hop', 'pinoy r&b', 'pinoy trap', 'tagalog rap']"
50x1Ic8CaXkYNvjmxe3WXy,Those Eyes,New West,85,69bG9tC62d8oTFC9aTTosn,220750,0.593,0.352,4.0,-8.296,1.0,0.0284,0.695,2.22e-05,0.3,0.226,119.988,"['pop', 'toronto indie']"
47OFMuRu5lzJHRbtEXPBbs,Uhaw (Tayong Lahat),Dilaw,90213,6Dp4LInLyMVA2qhRqQ6AGL,241185,0.635,0.724,5.0,-6.662,1.0,0.0716,0.28,4e-06,0.105,0.316,135.927,opm
